ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
hex-js_nodejs-hexagonal-boilerplate-ts,0.5851,35.1126,0.0176,0.0000,57.1197
hotshot07_distributed_systems,0.6302,37.3216,0.0136,0.0000,59.5671
hrchlhck_k8s-bigdata,0.4497,30.3104,0.0305,0.0000,52.4343
hyeonsangjeon_AWS-LLM-SageMaker,NA,NA,NA,NA,NA,NA
hyeonsangjeon_youtube-dl-nas,0.8178,38.7087,0.0116,0.0000,61.2346
hyper-prog_hasses,0.5575,34.5039,0.0188,0.0000,57.8809
hypertrack_live-app-android,0.8264,37.7984,0.0129,0.0000,62.0070
i5ting_stuq-koa,0.6315,35.2329,0.0171,0.0000,57.6773
ibm-hyperknowledge_hklib,0.6190,33.1808,0.0219,0.0000,56.8727
iceland2k14_Kangrand,0.5606,35.4652,0.0167,0.0000,56.6030
icoxfog417_karura,0.7670,36.2690,0.0153,0.0000,60.7733
imamabdulazis_FlutterCleanArchitecture,0.4989,33.5608,0.0210,0.0000,53.7776
inIT-HF_gr-corrsounder,0.3619,32.4099,0.0240,0.0000,53.0836
ingeniala_heybluekata,0.6194,36.7693,0.0145,0.0000,60.2409
inovex_scrumlr.io,0.4902,37.5804,0.0132,0.0000,56.0786
input-output-hk_marlowe-starter-kit,0.5905,36.4997,0.0150,0.0000,58.0912
intel_edge-insights-vision,0.3636,27.5370,0.0414,0.0000,47.7254
itays123_partydeck,0.6463,30.9412,0.0282,0.0000,58.6428
itselavia_edge-computing-platform-for-deep-learning-apps,0.8195,36.7984,0.0144,0.0000,65.8086
jes_autopatzer,NA,NA,NA,NA,NA,NA
jinnerbichler_flash-home,0.0135,24.7158,0.0581,0.0000,22.3273
jkahn117_aws-news,0.7539,36.3638,0.0151,0.0000,61.5478
jlhood_retweet-leaderboard,0.6562,36.3788,0.0150,0.0000,56.5297
jquku_Matrix-Chatbot,0.0698,24.9020,0.0569,0.0000,36.5108
jsarcher_zilgraph,0.6576,37.6063,0.0132,0.0000,58.2700
jun108059_Elasticsearch-SpringBoot,0.5123,34.7943,0.0182,0.0000,58.0030
jzyong_GameServer4g,0.0784,24.9404,0.0566,0.0000,37.3584
kaleidot725_Draft,0.4314,38.0397,0.0125,0.0000,61.6280
kansiris_Angular-Interview-Questions-Answers,0.4892,37.6064,0.0132,0.0000,57.5296
kerollesroshdi_Cima-,0.1030,25.5139,0.0530,0.0000,38.4987
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,0.6782,36.3843,0.0151,0.0000,59.7083
kpantos_Azure-How-To,0.2363,26.7538,0.0459,0.0000,44.2478
krishnaprasadkv_Linux-Commands,0.7329,38.5827,0.0115,89.9531,57.2559
kryptokrauts_ae-prediction-cards,0.5852,37.0820,0.0140,0.0000,58.2546
kubescape_host-scanner,0.7192,36.8582,0.0143,0.0000,57.2266
kzh_noob,0.6881,37.6849,0.0131,0.0000,60.0780
laziestcoder_Budget_App_JS,0.6650,36.3938,0.0145,0.0000,59.9989
leekoko_Java-Web,0.7152,36.5814,0.0145,0.0000,59.8976
leopardslab_gocloud,0.7692,35.2093,0.0173,0.0000,63.3961
libremfg_getting-started,0.0427,25.6131,0.0523,0.0000,36.4506
linhao1998_ChatGPTClient,0.0070,25.1730,0.0551,0.0000,39.1668
little-hands_webdbpress-2019-10-ddd,0.7035,34.7400,0.0183,0.0000,61.2050
