ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
freenowtech_AndroidCI,0.5449,34.8943,0.0180,89.6595,62.9030,-0.0000
gabrielfarah_OpenHub,NA,NA,NA,NA,NA,NA
gaiax_fLibra,0.6571,36.4563,0.0150,89.3565,56.7155,-0.0006
gapfish_deployer,0.4504,34.4969,0.0188,89.7773,53.3377,-0.0008
gcba-iris_iris,0.0855,24.9114,0.0568,13.6726,33.2570,0.0008
gdsc-ys_mlops,0.8137,36.7695,0.0145,88.9775,62.9145,0.0005
geovanegodoi_MicroServicesPOC,0.6859,35.9224,0.0160,89.2750,59.7432,0.0006
googleinterns_typescript-flag-upgrade,0.0592,24.7221,0.0581,7.5285,31.8529,0.0003
gpsnmeajp_VirtualMotionTracker,0.5965,31.3871,0.0270,89.7897,54.8291,0.0109
gray-panda_grayrepo,0.7446,35.3056,0.0172,89.7834,61.0547,-0.0000
greatfarmer_fifarm,0.7182,36.9090,0.0143,89.2812,61.9737,0.0025
gregoryjohnsonjg6_angular-dotnet-core-docker,0.8041,37.1108,0.0139,89.2253,62.4997,0.0011
gustavung_Graphrec,0.7807,39.6839,0.0104,89.5475,61.4922,-0.0013
hamzatugrul_surl,NA,NA,NA,NA,NA,NA
heli-os_member-invitation-java-springboot,0.6951,39.0874,0.0111,89.8926,62.7890,0.0017
hex-js_nodejs-hexagonal-boilerplate-ts,0.5653,34.9716,0.0178,86.2960,57.0496,0.0049
hotshot07_distributed_systems,0.6669,38.2882,0.0122,89.8226,60.0565,-0.0023
hrchlhck_k8s-bigdata,NA,NA,NA,NA,NA,NA
hyeonsangjeon_AWS-LLM-SageMaker,0.2474,26.7024,0.0462,88.6954,44.0984,0.0003
hyeonsangjeon_youtube-dl-nas,0.7720,37.2428,0.0137,89.5023,60.4820,-0.0016
hyper-prog_hasses,0.6341,35.3545,0.0171,88.1997,58.2899,0.0000
hypertrack_live-app-android,0.7931,38.1262,0.0124,89.0547,62.1772,0.0002
i5ting_stuq-koa,0.7230,35.5853,0.0166,89.0310,57.8606,-0.0009
ibm-hyperknowledge_hklib,0.6019,33.2104,0.0219,81.2096,56.8817,-0.0187
iceland2k14_Kangrand,NA,NA,NA,NA,NA,NA
icoxfog417_karura,0.6917,35.5079,0.0168,89.3719,60.3787,-0.0003
imamabdulazis_FlutterCleanArchitecture,0.4360,33.6565,0.0208,87.3002,53.8241,-0.0001
inIT-HF_gr-corrsounder,0.2882,32.6799,0.0232,83.7393,53.2172,0.0052
ingeniala_heybluekata,0.6434,37.3450,0.0136,88.6745,60.5401,0.0032
inovex_scrumlr.io,0.5056,37.9385,0.0127,89.1305,56.2657,-0.0003
input-output-hk_marlowe-starter-kit,0.6030,36.6353,0.0147,88.4768,58.1679,0.0012
intel_edge-insights-vision,0.3250,27.5213,0.0421,89.2042,47.7210,-0.0051
itays123_partydeck,0.6364,30.9076,0.0285,89.7487,58.6388,-0.0004
itselavia_edge-computing-platform-for-deep-learning-apps,0.7964,36.1377,0.0156,89.8641,65.4949,0.0004
jes_autopatzer,0.7789,36.5652,0.0149,87.6237,61.5575,-0.0026
jinnerbichler_flash-home,0.0128,24.9149,0.0568,5.0780,22.4272,0.0000
