ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
kzh_noob,NA,NA,NA,NA,NA,NA
laziestcoder_Budget_App_JS,0.6251,37.2345,0.0137,89.8721,60.7189,0.0016
leekoko_Java-Web,0.6210,37.5699,0.0132,89.9489,60.6681,-0.0009
leopardslab_gocloud,0.7370,35.2173,0.0173,89.6709,63.4581,0.0012
libremfg_getting-started,0.0351,25.0853,0.0557,22.2733,36.1865,-0.0014
linhao1998_ChatGPTClient,0.0054,24.8900,0.0570,10.8083,39.0136,-0.0003
little-hands_webdbpress-2019-10-ddd,0.6964,35.2059,0.0174,84.3585,61.4325,0.0055
liyangbing_rocketmq-http-gateway,0.7718,37.3082,0.0136,89.9502,61.7017,0.0001
lkmSasanga_fas-web-app,0.7593,39.0516,0.0112,88.8859,63.0867,0.0024
lkravi_kube8aws,0.5391,37.6095,0.0132,88.3095,62.3708,-0.0002
llvm_torch-mlir,0.7422,38.2499,0.0122,87.8785,62.8430,0.0010
lovasoa_SuperLogger,0.6886,37.6397,0.0131,89.1769,60.3239,0.0002
lowes_auditor,0.5760,38.8613,0.0114,89.2714,57.6711,0.0054
lowtalkers_escape-reality,0.6424,38.9516,0.0113,89.4624,58.9514,-0.0042
lubkoKuzenko_FE-Interview-Questions,0.4911,39.5548,0.0105,89.9502,58.5624,-0.0029
lvyahui8_http-proxy,0.4600,33.3608,0.0215,87.7136,57.1410,0.0015
madderle_Capstone-Realtime-Streaming-Analytics,0.6685,39.1461,0.0110,89.8931,62.0276,0.0014
marekq_rss-lambda,0.6964,39.8328,0.0102,89.9344,62.6826,0.0004
marklogic_cloud-enablement-aws,0.6402,35.9195,0.0160,88.7273,60.7710,-0.0002
marmarek_qubes-app-u2f,NA,NA,NA,NA,NA,NA
mateuseap_apache-airflow,0.2392,26.4032,0.0478,88.6846,42.3198,-0.0020
matrix-io_matrix-malos-zwave,0.3829,31.1947,0.0276,89.5484,50.4419,-0.0060
matryx_MatryxPlatform,NA,NA,NA,NA,NA,NA
